,origin,bar_name,cocoa_%,ingredients,review,rating
966,Venezuela,"Chuao, batch 4, Lot DH17",85.0,"2- B,S","sl. dry, gritty, fruity, nuts",3.0
967,Ghana,Ghana,60.0,"4- B,S,C,L","coarse, hazelnut, peanut",3.5
968,Madagascar,Madagascar,65.0,"4- B,S,C,L",banana,3.5
969,Costa Rica,Costa Rica,70.0,"4- B,S,C,L","few grits, spicy, cocoa",3.5
970,Peru,Peru Brutus,75.0,"4- B,S,C,L","very coarse, intense, spice",3.5
971,Vietnam,Vietnam,80.0,"4- B,S,C,L","intense, bitter, off notes",3.0
972,Peru,"Maranon Canyon, Fortunato No. 4",70.0,"2- B,S","coarse,perfume,heavy roast",3.5
973,Dominican Republic,La Red,65.0,"2- B,S",choco covered strawberry,3.5
974,Peru,"Tumbes Coop, batch 120724M",70.0,"2- B,S","fruit, cough medicine",2.5
975,Peru,"Palo Blanco, Chulucanas, b. 120725A",66.0,"2- B,S*","olive, rum",3.5
976,Peru,"Palo Blanco w/ panela, Chulucanas, b. 120725A",81.0,"2- B,S*","sandpaper, some fruit, bitter",2.0
977,Peru,"Palo Blanco, Chulucanas",66.0,"2- B,S","spice, citrus, sweet",3.5
978,Costa Rica,San Andres,80.0,"2- B,S","mild bitter, roasty, red berry",3.0
979,Nicaragua,Matagalpa,68.0,"2- B,S","sweet, tobacco",3.25
980,Guatemala,Guatemala,73.0,"2- B,S","roasty, grapes, rich brownie",3.5
981,Peru,"Norandino, batch 161208",70.0,"2- B,S","slight dry, citrus, grapefruit",3.5
982,India,"Animalai, batch 1063",71.0,"3- B,S,C","tea, spicy, sweet",3.25
983,Jamaica,"Jamaica, #204, DR, SC",80.0,"3- B,S,C","slightly burnt, earthy",2.75
984,Jamaica,"Jamaica, #206, DR, LC",70.0,"3- B,S,C","creamy, simple, nutty",3.0
985,Jamaica,"Jamaica, #205, DR, MC",70.0,"3- B,S,C","creamy, roasty, tobacco",3.25
986,Venezuela,"Carenero Superior, #203, MR, SC",65.0,"3- B,S,C","complex, mild licorice, spice",3.5
987,Ghana,"Ghana, #211, MR, MC",74.0,"3- B,S,C","mild bitter, mild cocoa, roasty",2.75
988,Jamaica,"Jamaica, #209, DR, SC",70.0,"3- B,S,C","grassy, brownie, astringent",3.25
989,Dominican Republic,"Conacado, #212, LR, SC",72.0,"3- B,S,C","red berry, some roasty notes",3.5
990,Jamaica,"Jamaica, #210, DR, MC",70.0,"3- B,S,C","woody, grassy, long",3.5
991,Madagascar,"Sambirano Valley, #214, LR, MC",74.0,"3- B,S,C","woody, red fruit, sour",2.75
992,Dominican Republic,"Conacado, #213, DR, -C",72.0,"3- B,S,C","spicy, cocoa",3.25
993,Madagascar,"Sambirano Valley, #215, MR, MC",74.0,"3- B,S,C","sandy, cocoa, red fruit",3.0
994,Venezuela,"Chuao, #218, MR, MC, batch 11-020",76.0,"3- B,S,C","bready, nutty, earthy,intense",3.25
995,Venezuela,"Chuao, #217, DR, MC, batch 11-021",70.0,"3- B,S,C","tart, roasted cocoa",4.0
996,Papua New Guinea,"Markham Valley, #219, LR, MC",69.0,"2- B,S",mild smoke and fruit,3.5
997,Papua New Guinea,"Markham Valley, #221, DR, MC",69.0,"2- B,S","smoke, fruit, sour, hammy",3.5
998,Madagascar,"Sambirano Valley, #216, MR, LC",74.0,"3- B,S,C","caramel, nuts, dried fruit",4.0
999,Papua New Guinea,"Markham Valley, #220, MR, MC",69.0,"2- B,S","tart, red berry, smoke",4.0
1000,Papua New Guinea,"Markham Valley, #222, LR, 0C",69.0,"2- B,S","sandy, smoke, red berry",3.0
1001,Dominican Republic,"Conacado, #223, MR, SC, batch 13-051",72.0,"3- B,S,C",mildly burnt caramel,3.25
1002,Dominican Republic,"Conacado, #224, MR, MC, batch 13-061",72.0,"3- B,S,C","blackberries, caramel, roasty",3.75
1003,Peru,"San Martin, Bellavista Coop, #226, DR, MC",70.0,"3- B,S,C",cocoa and fresh grapes,3.75
1004,Peru,"Bellavista Coop, #225, LR, MC, CG Exclusive",70.0,"3- B,S,C",chocolate covered banana,4.0
1005,Peru,"Maranon, #228, MR, SC",70.0,"3- B,S,C","light color, leathery flavor",3.0
1006,Peru,"Maranon, #227, LR, MC",70.0,"3- B,S,C","orange, mellow but flavorful",3.5
1007,Peru,"Maranon, #229, MR, LC",70.0,"3- B,S,C","fruity, floral, caramel",3.5
1008,Peru,"Maranon, #230, DR, LC",70.0,"3- B,S,C","slow develop, caramel, roasty",3.5
1009,Guatemala,"Polochic Valley, LR, LC, batch 17-203",70.0,"3- B,S,C","rich cocoa, mild, fatty",3.5
1010,Guatemala,"Polochic Valley, MR, LC, batch 17-189",70.0,"3- B,S,C","long lasting, fruit, spicy",3.75
1011,Guatemala,"Polochic Valley, DR, LC, batch 17-201",70.0,"3- B,S,C","rich cocoa, nuts",3.5
1012,Venezuela,"Chuao, MR, SC, batch 18-224",72.0,"3- B,S,C","roasty, mild fatty",3.25
1013,Venezuela,Carupano Pintao,72.0,"3- B,S,C","complex, nuts, spice, floral",3.5
1014,Ghana,"ABOCFA, #260, LR-SC, batch 20-335",68.0,"3- B,S,C","coconut, high astringency",3.25
1015,Ghana,"ABOCFA, #261, DR-MC, batch 21-448",68.0,"3- B,S,C","fudgey, spicey, nutty",3.5
1016,Nicaragua,"O'Payo Profundo, Waslala, MR-MC, #271, b. 21-431",70.0,"3- B,S,C","oily, black licorice, spicey",3.5
1017,Nicaragua,"O'Payo Profundo, Waslala, DR-LC, #271, b. 21-433",70.0,"3- B,S,C","rich chocolate, late spice notes",3.75
1018,Venezuela,"Chuao Village, BR-SC, batch 21-437",68.0,"3- B,S,C","robust cocoa, dried cranberry",4.0
1019,Madagascar,"Sambirano V., #290, MR MC, batch 21-454",70.0,"3- B,S,C","raspberry, mild sour, cocoa",3.5
1020,Peru,"Lamas, Oro Verde, #280, MR 0C, batch 21-457",74.0,"3- B,S,C","licorice, caramel, floral, dirty",3.0
1021,Peru,"Lamas, Oro Verde, #282, DR MC, batch 21-451",74.0,"3- B,S,C","spicey, herbal, ripe, sl. burnt",3.25
1022,Brazil,"Fazenda Camboa, Bahia",70.0,"2- B,S","creamy, fragrant",3.5
1023,Tanzania,"Kokoa Kamili, Kilombero District",70.0,"2- B,S","creamy, simple, strong choco",3.75
1024,Belize,Belize,70.0,"2- B,S","spice, fatty, mild cocoa",3.5
1025,Madagascar,Madagascar,70.0,"2- B,S","strong fruit, ham, deep cocoa",3.5
1026,Peru,Peru,70.0,"2- B,S","banana, yogurt, cocoa",4.0
1027,Nicaragua,"Rugoso, Bad Fermentation",70.0,"2- B,S","vegetal, herbs, raw",3.5
1028,Nicaragua,Barba,70.0,"3- B,S,C","creamy, black pepper, nut",3.75
1029,Nicaragua,"O'Payo, Wasalala Co-op",68.0,"3- B,S,C","unique flavor, floral-spice mix",3.5
1030,Nicaragua,Johe,70.0,"3- B,S,C","strong cocoa, orange citrus",3.75
1031,Nicaragua,"La Dalia, Lazy Growers Blend",60.0,"3- B,S,C","sweet, metallic",3.0
1032,Nicaragua,"La Dalia, Lazy Growers Blend",70.0,"3- B,S,C","woody, grassy, spicy",3.25
1033,Nicaragua,Medagla,70.0,"3- B,S,C","cocoa, savory",3.75
1034,Guatemala,Indio Rojo,70.0,"3- B,S,C","honey, deep cocoa",4.0
1035,Nicaragua,"Chuno, 2x turned",70.0,"3- B,S,C","floral, sticky",3.0
1036,Nicaragua,"Chuno, 3x turned",70.0,"3- B,S,C","delicate, balanced",3.5
1037,Nicaragua,Nicaliso,70.0,"3- B,S,C","black pepper,high astringency",3.75
1038,Nicaragua,"Rugoso, Bad Fermentation",70.0,"3- B,S,C","banana,dairy, cocoa",4.0
1039,Nicaragua,Rugoso,70.0,"3- B,S,C","high acidity, grassy",3.25
1040,Nicaragua,"Don Alfonso, North of El Castillo, single farm",70.0,"3- B,S,C","cocoa, roasty, sweet, fruit, spice",3.5
1041,Madagascar,"Bejofo, Akesson, slow dry",64.0,"3- B,S,C","pungent, sour cherry",3.5
1042,Madagascar,"Bejofo, Akesson, fast dry",64.0,"3- B,S,C","caramel, cocoa, fruit",3.75
1043,Nicaragua,"Johe, Xoco",70.0,"3- B,S,C","fatty, leathery, earthy",3.25
1044,Nicaragua,"Chuno, Xoco",70.0,"3- B,S,C","tobacco, woody, wild berry",3.5
1045,Nicaragua,"Nicaliso, Xoco",70.0,"3- B,S,C","roasty, fatty, woody",3.5
1046,Nicaragua,"Chuno, triple turned, Xoco",70.0,"3- B,S,C","intense olive, citrus, vegetal",3.25
1047,Honduras,"Red Mayan, Xoco",70.0,"3- B,S,C","spicy, earthy",3.25
1048,Nicaragua,"Chuno, double turned, Xoco",70.0,"3- B,S,C","oily, fatty, bold olive",3.25
1049,Nicaragua,"Rugoso, Xoco",70.0,"3- B,S,C","oily, gritty, savory",3.75
1050,Nicaragua,"Barba, Xoco",70.0,"3- B,S,C","oily, burnt black pepper",3.25
1051,Nicaragua,"Medagla, Xoco",70.0,"3- B,S,C",baked bread,3.5
1052,Nicaragua,La Dalia,70.0,"3- B,S,C","mild fatty, nutty, roasty",3.5
1053,Nicaragua,La Dalia,60.0,"3- B,S,C","oily, sweet, dairy, bland",3.0
1054,Nicaragua,La Dalia,85.0,"3- B,S,C","oily, spicy, sour",3.25
1055,Costa Rica,Signature Blend,66.0,"3- B,S,C","cocoa, spicy, sweet",3.25
1056,Costa Rica,Costa Rica,70.0,"3- B,S,C","fatty, sweet, vanilla",3.0
1057,Peru,Peru,70.0,"3- B,S,C","oily, tart, chlorine",2.5
1058,Dominican Republic,La Red,70.0,"3- B,S,C","dried fruit, intense",3.75
1059,Ecuador,Camino Verde,75.0,"3- B,S,C","sandy,sweet, molasses,floral",3.0
1060,Trinidad,Gran Couva,70.0,"3- B,S,C","delicate, hebs, choco",3.75
1061,Peru,Maranon,76.0,"3- B,S,C","acidic, undefined, brownie, off",3.0
1062,Bolivia,"Wild Bolivian, Batch 2",74.0,"2- B,S","oily, tropical",3.75
1063,Costa Rica,"Coto Brus, Heirloom, Batch 1",74.0,"2- B,S","oily, dried fruit, leather",4.0
1064,Madagascar,"Sambirano, Akessons, batch 1",74.0,"2- B,S","balanced, fruit, nut, roasty",3.75
1065,Colombia,"Tumaco, batch 2",85.0,"2- B,S","black current,bitter,astringent",3.5
1066,Dominican Republic,"Los Bejucos, batch 1",77.0,"2- B,S","sl. bitter up front, fatty, intense",3.25
1067,Dominican Republic,"Hispaniola, Dom. Rep. blend, batch 50",68.0,"4- B,S,C,V","dried fruit, cocoa base, fatty",3.75
1068,Peru,"Ucayali, batch 1",72.0,"3- B,S,C","black licorice, tangy",3.75
1069,Taiwan,"Taiwan, #1",70.0,"3- B,S,C",cheesy off flavor,2.5
1070,Madagascar,Madagascar,70.0,"2- B,S","grainy texture, sour, hammy",3.0
1071,Tanzania,Tanzania,70.0,"2- B,S","accessible, sweet, sandy",3.0
1072,Venezuela,Chuao,70.0,"3- B,S,C","dried fruit, cocoa",3.5
1073,U.S.A.,"Kaua'i Island, Alea Estate +world",85.0,"3- B,S,V","gritty, ambiguous",2.5
1074,Madagascar,Akesson P.,65.0,"4- B,S,C,L","sandy, sweet, candy tart",3.25
1075,Ghana,ABOCFA Coop,70.0,"4- B,S,C,L",cocoa and coconut,4.0
1076,Dominican Republic,Conacado Coop,70.0,"4- B,S,C,L","sticky, spice, roasty, earthy",3.5
1077,Dominican Republic,Conacado Coop,80.0,"4- B,S,C,L","deep cocoa, fruit, spice",3.5
1078,Madagascar,Akesson P.,75.0,"4- B,S,C,L","red fruit, tart, fat, leathery",3.5
1079,St. Lucia,"Rabot Estate, Island Growers",77.0,"3- B,S,C","chewy, woody, rustic",3.5
1080,Venezuela,"Porcelana, La Orquidea, Santa Barbara, Zulia",75.0,"3- B,S,C","fatty, creamy, roasty",3.5
1081,Guatemala,Cahabon E.,72.0,"3- B,S,C","dry, grainy, spicy, roasty",2.75
1082,Venezuela,Chuao,75.0,"3- B,S,C","earthy, roasty, strong vanilla",2.75
1083,Brazil,Bahia,66.0,"2- B,S","mild woody, black licorice",3.0
1084,Belize,"Toledo District, 2015 Harvest",70.0,"2- B,S","mild strawberry, cocoa",3.5
1085,Mexico,"Almendra Blanca, batch 1004",77.0,"3- B,S,C","sour off flavor, nutty, earthy",2.75
1086,Guatemala,"Asochivite, batch 1005",77.0,"3- B,S,C","sweet edge, bright fruit, sour",3.25
1087,Nicaragua,"El Carmen, batch 1003",77.0,"3- B,S,C","mild molasses, rich, gateway",3.25
1088,Peru,"Ucayali, batch 1041",70.0,"3- B,S,C","creamy, fig",3.25
1089,Colombia,Boyaca,73.0,"3- B,S,C","acidic, mildly burnt, metallic",2.5
1090,Costa Rica,Coto Brus,73.0,"3- B,S,C","floral, rubbery, woody",3.0
1091,Ecuador,"Costa Esmeraldas, Salazar Farm",70.0,"3- B,S,C","banana, cocoa, late floral",3.75
1092,Belize,Maya Mtn,70.0,"2- B,S","fruit, tart, rubber",2.75
1093,India,"Idukki Hills, ""Adventurous""",70.0,"2- B,S","sweet, dominate cocoa, spice",3.0
1094,Bolivia,"Alto Beni, ""Wild""",70.0,"2- B,S",spice/herb dominate cocoa base,3.25
1095,Dominican Republic,Oko Caribe,70.0,"2- B,S","sandy, sweet, earthy,deep cocoa",3.25
1096,Vietnam,"Ben Tre, Dong Nai",72.0,"5- B,S,C,V,L","fatty, vanilla, dairy",3.0
1097,Madagascar,"Sambirano, Ambanja, batch 11",72.0,"3- B,S,C","fruity, cocoa, sweet",3.5
1098,Tanzania,"Kokoa Kamili, Kilombero District, batch 11",70.0,"3- B,S,C","nutty, spicy, candied orange",3.5
1099,Dominican Republic,"Duarte Province, El Cibao, batch 10",75.0,"3- B,S,C","dried fruit, orange peel, cocoa",3.5
1100,Vietnam,"Dak Lak, batch 09",73.0,"3- B,S,C","roasty, sweet, fruity, cocoa",3.5
1101,Blend,Dark,70.0,"5- B,S,C,V,L","mildly rich, basic, roasty",2.5
1102,Madagascar,Madagascar,70.0,"2- B,S","rich, coffee, cherry",3.5
1103,Peru,Nativo Blanco,73.0,"2- B,S","sour grapes, pungent, ashey",2.5
1104,India,"Idukki Hills, batch 11",70.0,"3- B,S,C","spicy, vanilla",3.0
1105,Grenada,Grenada,71.0,"5- B,S,C,V,L","very sour, grassy, fatty",2.5
1106,Grenada,Grenada,60.0,"5- B,S,C,V,L","very sweet, coffee, mild sour",2.75
1107,Grenada,Grenada,82.0,"5- B,S,C,V,L","chunky, muted, mild bitter",3.25
1108,Ecuador,"Arriba, A.S.S., prototype",64.0,"4- B,S,C,L","sl. sweet, nutty, off note",3.0
1109,Ghana,"Ghana, prototype",64.0,"4- B,S,C,L","hot cocoa, very nutty",3.0
1110,Blend,"Trinidad & Tobago, prototype",64.0,"4- B,S,C,L","light perfume, mild, sweet",3.0
1111,Venezuela,Lacri Blend,76.0,"4- B,S,C,L","gritty, roasty, strong coffee",3.0
1112,Blend,"Ven, Trinidad, Ecuador, prototype",64.0,"4- B,S,C,L","mild nutty, spicy, brownie",3.25
1113,Madagascar,Madagascar,70.0,"4- B,S,C,L","earthy, chemical or burnt note",2.75
1114,Colombia,Chucuri,65.0,"5- B,S,C,V,L","creamy, sweet, floral, vanilla",3.0
1115,Venezuela,Sur del Lago,65.0,"5- B,S,C,V,L","sweet, creamy, vanilla",2.5
1116,Madagascar,"Sambirano, Ambanja",65.0,"5- B,S,C,V,L","creamy, sweet, blueberry",3.5
1117,Ecuador,"Los Rios, Quevedo",65.0,"5- B,S,C,V,L","creamy, blackberry",3.5
1118,Blend,Tsaranta,61.0,"5- B,S,C,V,L","sweet, rich cocoa, mild citrus",3.5
1119,Blend,Semisweet,61.0,"5- B,S,C,V,L","fatty, cocoa, fruity",3.0
1120,Blend,Quetzalcoatl,72.0,"5- B,S,C,V,L","creamy,sandy,nutmeg, moss",3.5
1121,Peru,Machu Pichu,65.0,"5- B,S,C,V,L","sweet, vanilla, rich",3.0
1122,Blend,Special Maker Reserve,64.0,"5- B,S,C,V,L","perfume, vanilla",3.0
1123,Venezuela,Ocumare,65.0,"5- B,S,C,V,L","creamy, nutty",3.5
1124,U.S.A.,"O'ahu Island, N. Shore, Waialua E., Kakoleka",55.0,"5- B,S,C,V,L","sweet, mild lemon",3.0
1125,Blend,Nocturne,91.0,"5- B,S,C,V,L","bitter, fatty, fruit",3.0
1126,Blend,Complexite,70.0,"5- B,S,C,V,L","complex, fruit, nut, raisin",3.5
1127,Trinidad,Trinidad,65.0,"5- B,S,C,V,L","creamy, mild tobacco, ham",3.0
1128,Blend,Coucher du Soleil,72.0,"5- B,S,C,V,L","dutched?, intense, rich cocoa",2.75
1129,Blend,Lever du Soleil,61.0,"5- B,S,C,V,L","sweet, creamy, floral, orange",3.25
1130,Blend,Onyx,72.0,"5- B,S,C,V,L","dry, sticky, brownie",3.25
1131,Haiti,Haiti,65.0,"5- B,S,C,V,L","creamy, sl. Burnt, roasty",2.75
1132,Nicaragua,Nicaragua,65.0,"5- B,S,C,V,L","floral, over roasted, harsh",2.75
1133,Jamaica,Jamaica,65.0,"5- B,S,C,V,L","sweet, vanilla, cocoa",3.25
1134,Ecuador,Ecuador,65.0,"5- B,S,C,V,L","very spicy, roasty",3.5
1135,Blend,"Epique, Blend No. 49",70.0,"5- B,S,C,V,L","nutty, black licorice",3.75
1136,Papua New Guinea,Papua New Guinea,80.0,"3- B,S,C","smokey, cherries, sour",2.75
1137,Blend,Campesino w/ nibs,74.0,"3- B,S,C","XL nibs, sour, cardboard",2.75
1138,Dominican Republic,Dominican Republic,75.0,"3- B,S,C","chalky, berry, cocoa",3.25
1139,Blend,Trinidad & Tobago,70.0,"3- B,S,C","sandy, intense, cherry",3.5
1140,Blend,Downtown London,65.0,"3- B,S,C","molasses, sweet, long,cocoa",2.75
1141,Blend,Africa meets Latina,70.0,"3- B,S,C","fatty, nutty, earthy",3.0
1142,Blend,Amazonas,80.0,"3- B,S,C","sandy, roasted vegetal",3.0
1143,U.S.A.,"Hawai'i Island, Sharkey",66.0,"3- B,S,C","muted, mild fruit, sweet",3.25
1144,Blend,one hundred,100.0,"3- B,S,C","unrefined, bitter, earthy",2.0
1145,Ecuador,Arriba,77.0,"4- B,S,C,V","buttery, floral, burnt",2.5
1146,Ecuador,Don Homero- Cerecita Valley,55.0,"4- B,S,C,L","overyly sweet, banana, yogurt",2.75
1147,Ecuador,Don Homero- Cerecita Valley,70.0,"4- B,S,C,L","chewy, fatty, sweet, nutty",3.0
1148,Blend,South America and Africa,70.0,"3- B,S,C","vanilla, chocolate milk",3.0
1149,Brazil,Brazil Blend,67.0,"3- B,S,C","sandy, sweet, dried fruit",3.0
1150,Brazil,"Tome Acu E., Amazon Rainforest",77.0,"3- B,S,C","rich chocolate, sweet edge",3.5
1151,Brazil,"Vale do Juliana E., Atlantic Forest",74.0,"3- B,S,C","rich chocolate, sandy texture",3.5
1152,Brazil,"Vale do Juliana, w/ nibs",85.0,"3- B,S,C","powdery, rich, coffee, roasty",3.25
1153,Brazil,Libiano,75.0,"3- B,S,C","flat, late tart notes",3.0
1154,Vietnam,"Ben Tre, batch 133",70.0,"3- B,S,C","sandy, brownie, coconut",3.25
1155,India,Kerla,70.0,"3- B,S,C","sandy, sweet, cocoa",3.0
1156,Ghana,Ghana,68.0,"2- B,S","deep cocoa, nutty, earthy",3.25
1157,Guatemala,Guatemala,68.0,"2- B,S","fruit, cocoa, lemony",3.5
1158,Ecuador,Ecuador,68.0,"2- B,S","spicy, earthy, grassy, astringent",3.25
1159,Haiti,Haiti,64.0,"2- B,S","too sweet, off, rubbery",2.75
1160,Tanzania,Kokoa Kamili,72.0,"3- B,S,C","cocoa, fatty, fruit",3.25
1161,Dominican Republic,Oko Caribe,70.0,"3- B,S,C","earthy, dirty, dried fruit",3.5
1162,Peru,Maranon,65.0,"3- B,S,C","pungent, chemical",2.75
1163,Mexico,"Soconusco, La Rioja Farm, Chiapas",70.0,"2- B,S","delicate, carame, tang",3.5
1164,Peru,Peru,64.0,"3- B,S,L","powdery, vanilla, artificial",2.75
1165,Indonesia,"Pulau, Bali",71.0,"4- B,S,C,L","rubber, fatty, sandy,grape",2.5
1166,Venezuela,"Porcelana, Maracaibo",71.0,"4- B,S,C,L","nutty, sweet, fatty, sandy",3.0
1167,Blend,"Dutch Blend, Ven.- Bali- Trinidad",71.0,"4- B,S,C,L","sandy, fatty, chemical",2.5
1168,Belize,"Maya Mtn, Moho R., Toledo D., 2015",70.0,"3- B,S,C","pungent raisin, metallic",3.25
1169,Costa Rica,"Cota Brus, Terciopelo, 2015",74.0,"3- B,S,C","mostly earthy, mild dried fruit",3.5
1170,Bolivia,"Alto Beni, Upper Rio Beni, 2014",67.0,"3- B,S,C",full flavor spectrum,3.5
1171,Bolivia,"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",67.0,"3- B,S,C","woody, earthy, medicinal",3.0
1172,Ecuador,"Los Rios, Hacienda Limon, Orecao, 2014",67.0,"3- B,S,C","nutty, butterscotch",3.75
1173,U.S.A.,"O'ahu Island, Maunawili, Agri Research C., 2014",67.0,"3- B,S,C","spicy, intense, fades fast",3.75
1174,U.S.A.,"O'ahu Island, Maunawili, Agri Research C., 2015",72.0,"3- B,S,C","astringent, smoke, cream",3.5
1175,Ecuador,"Los Rios, Hacienda Limon, Orecao, 2015",70.0,"3- B,S,C",floral,3.5
1176,Ecuador,"Pinchincha, Mindo, Coop Nueva Esper., 2015",77.0,"3- B,S,C","strong floral, black licorice",3.5
1177,Bolivia,"Alto Beni, Upper Rio Beni, 2015",68.0,"3- B,S,C","creamy, mild nutty & woody",3.75
1178,Bolivia,"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",72.0,"3- B,S,C","dark berry, honey, cream",4.0
1179,Uganda,Uganda,57.0,"3- B,S,C","too sweet, spicy, candied",2.75
1180,Venezuela,Venezuela,74.0,"3- B,S,C","sandy, sweet, mild fruit",3.5
1181,Ecuador,"Esmeraldas, Muisne Estate",70.0,"2- B,S","harsh, earthy, dirty",2.75
1182,Nicaragua,"Matagalpa, El Tuma region",70.0,"2- B,S","delicate fruit, black tea",3.25
1183,Tanzania,Tanzania,70.0,"2- B,S*","intense, palm, earthy",2.75
1184,Madagascar,Madagascar,74.0,"2- B,S*","sandy, tart, tangy, palm",3.0
1185,Venezuela,Venezuela,70.0,"2- B,S*","intense, palm, nutty",3.0
1186,Ecuador,Ecuador,73.0,"2- B,S*","floral, palm, sour",3.25
1187,Peru,Peru,70.0,"2- B,S*","palm, spicy, flour",3.25
1188,Ecuador,"Camino Verde, batch 0722",73.0,"2- B,S*","harsh flavor, hay",2.5
1189,Dominican Republic,"Oko Caribe, batch 0719",71.0,"2- B,S*","fruity, tannic, coconut",3.5
1190,Peru,"Maranon, batch 0723",70.0,"2- B,S*","light color, sour, pungent",2.25
1191,Madagascar,"Sambirano Valley, batch 0124",74.0,"2- B,S*","sour, citrus, molasses",2.75
1192,Tanzania,"Kokoa Kamili, batch 0214",70.0,"2- B,S*","lemon, late sour & molasses",3.0
1193,Madagascar,Akesson's Estate,70.0,"3- B,S,C","sour, earthy",2.75
1194,Venezuela,Carenero Superior,72.0,"3- B,S,C","nutty, off notes",2.75
1195,Dominican Republic,Conacado,75.0,"3- B,S,C","intense, bitter, coffee",3.25
1196,Peru,Gran Blanco,66.0,"3- B,S,C","mild caramel, honey",3.5
1197,Venezuela,"Porcelana, Lake Maracaibo",68.0,"3- B,S,C","high acid,sweet,nut,strawberry",3.25
1198,Ecuador,Hacienda Victoria,85.0,"3- B,S,C","butterscotch, burnt cinnamon",3.5
1199,Ecuador,Arriba,80.0,"4- B,S,C,L","perfume, burning",2.0
1200,Ecuador,Manabi,80.0,"2- B,S","sandy, perfume, nutty",2.5
1201,Ecuador,Arriba,72.0,"2- B,S","dry, floral, slight musty",3.0
1202,Ecuador,Arriba,58.0,"4- B,S,C,L","dry, intense floral, spciy",3.25
1203,Ecuador,Manabi,58.0,"4- B,S,C,L","dry, nutty, sweet",3.5
1204,Ivory Coast,Ivory Coast,70.0,"2- B,S","dry, sour, cheesey, off",2.5
1205,Dominican Republic,Hispaniola,70.0,"2- B,S","sandy, red berry, sour",2.75
1206,Peru,San Martin,70.0,"2- B,S","coffee, red berry, tart",3.5
1207,Dominican Republic,Hispaniola w/ nibs,75.0,"2- B,S","red berry, cocoa, mild coffee",3.75
1208,Ecuador,"Camino Verde P., Balao, Guayas",70.0,"4- B,S,C,L","floral, roasty, coffee",3.5
1209,Madagascar,Sambirano,70.0,"4- B,S,C,L","rich cocoa, fatty",3.5
1210,Trinidad,Gran Couva,70.0,"4- B,S,C,L","creamy, nutty, tea, fatty",3.5
1211,Venezuela,Mara,70.0,"4- B,S,C,L","muted, fatty, nutty",3.5
1212,Peru,Maranon,70.0,"4- B,S,C,L","sour, raw, green",2.75
1213,Ecuador,"Ecuador, w/ nibs, batch 140224-1",72.0,"2- B,S*","true to sugar, green, fatty",2.5
1214,St. Lucia,"Marcial, single Cote, 2012",70.0,"2- B,S",cardamon,4.0
1215,St. Lucia,"Island Growers, 2012, 120hr c., batch 13080",100.0,"3- B,S,C","pastey, bitter, unfixable",1.75
1216,St. Lucia,"Pepiniere, single Cote",70.0,"2- B,S","smoke, cocoa, fruit, fuel",2.75
1217,Colombia,"Sierra Nevada, Cienaga",75.0,"4- B,S,C,L","dry, woody, dried fruit",2.75
1218,Honduras,Copan,72.0,"4- B,S,C,L","sour raisin, woody, fatty",3.0
1219,Tanzania,Kilombero Valley,80.0,"4- B,S,C,L","fatty, mild bitter, banana",3.0
1220,St. Lucia,St. Lucia,72.0,"3- B,S,C","grassy, tobacco, intense",3.0
1221,Uganda,Uganda,80.0,"3- B,S,C","charred, espresso",2.5
1222,Tanzania,Tanzania,75.0,"4- B,S,C,L","sandy, sweet, mild cocoa",2.75
1223,Sao Tome,Uba Budo,72.0,"4- B,S,C,L","fungal, mushroom, mild burn",3.0
1224,Ecuador,Ecuador,70.0,"3- B,S,C","spicy, sour, burning",2.75
1225,Dominican Republic,Santo Domingo,70.0,"3- B,S,C","earthy, woody, sour mint",3.0
1226,Venezuela,Chuao,70.0,"4- B,S,C,L","ashey, woody, bright red",2.75
1227,Ecuador,"Los Rios, H. Iara, 96hr c.",80.0,"4- B,S,C,L","mild bitter, floral",3.0
1228,St. Lucia,"Island Growers, 120hr c.",65.0,"4- B,S,C,L","woody, nutty, short",3.0
1229,St. Lucia,"Island Growers, 96hr c.",65.0,"4- B,S,C,L","sweet, cocoa, grassy",3.25
1230,Madagascar,Sambirano,66.0,"4- B,S,V,L","sweet, red berry, sour",3.5
1231,Trinidad,Trinidad,75.0,"4- B,S,C,L","sandy, vegetal, sour",3.0
1232,Vietnam,Mekong Delta & Dong Nai,80.0,"4- B,S,C,L","tart, fruity, intense",3.5
1233,Ecuador,"Los Rios, H. Iara",90.0,"2- B,S","oily, leathery, intense bitter",3.0
1234,Madagascar,"Somia Plantation, Akesson, 2012, Rabot",72.0,"4- B,S,C,L","nutty, mild coffee",3.0
