,REF,bar_name,company,cocoa_%,ingredients,rating
2030,1844,"Tapanti, light roast",Roasting Masters,70.0,"2- B,S",3.25
2031,1844,Maleku,Roasting Masters,70.0,"2- B,S",3.25
2032,1061,Madagascar,Robert (aka Chocolaterie Robert),75.0,"5- B,S,C,V,L",3.25
2033,1061,Madagascar w/ nibs,Robert (aka Chocolaterie Robert),68.0,"4- B,S,C,L",3.25
2034,923,"Gru Grococo, St. Andrews",Rococo (Grenada Chocolate Co.),66.0,"3- B,S,C",3.5
2035,213,"Hispaniola, 2008",Rogue,70.0,"2- B,S",2.75
2036,213,Jamaica,Rogue,70.0,"2- B,S",2.75
2037,213,"Sambirano, 2008",Rogue,70.0,"2- B,S",3.0
2038,213,Trinidad,Rogue,70.0,"2- B,S",3.0
2039,327,Rio Caribe,Rogue,70.0,"2- B,S",3.5
2040,565,Piura,Rogue,75.0,"2- B,S",3.75
2041,793,"Silvestre, Batch 1, 2011",Rogue,75.0,"2- B,S",3.0
2042,979,"Camino Verde P., Balao, Guayas",Rogue,75.0,"2- B,S",3.75
2043,1038,"Akessons Estate, Sambirano, 2013",Rogue,70.0,"2- B,S",3.5
2044,1081,"Hispaniola, 2013",Rogue,70.0,"2- B,S",3.5
2045,1081,"Silvestre, Batch 7, 2013",Rogue,75.0,"2- B,S",4.0
2046,1193,"Bachelor's Hall E., St. Thomas Parish, batch 1",Rogue,75.0,"2- B,S",3.75
2047,1209,Porcelana,Rogue,80.0,"2- B,S",3.75
2048,1446,"Caranero, Choc. Garage Exclusive",Rogue,70.0,"2- B,S",3.75
2049,1566,"Tranquilidad, Batch 1",Rogue,75.0,"2- B,S",3.25
2050,1748,"La Masica, Batch 1, FHIA Research Center",Rogue,75.0,"2- B,S",3.75
2051,713,Carenero Superior,Rozsavolgyi,73.0,"3- B,S,C",3.5
2052,717,Porcelana,Rozsavolgyi,71.0,"3- B,S,C",2.5
2053,717,"Aragua, Trincheras",Rozsavolgyi,70.0,"3- B,S,C",3.5
2054,765,Principe,Rozsavolgyi,77.0,"3- B,S,C",2.75
2055,809,Sur del Lago,Rozsavolgyi,84.0,"3- B,S,C",2.5
2056,871,"Rio Caribe Superior, Paria Penninsula, b. R380",Rozsavolgyi,76.0,"3- B,S,C",2.25
2057,871,"Sambirano, Akesson Estate, batch MT3802",Rozsavolgyi,72.0,"3- B,S,C",2.5
2058,2004,Chuao,Rozsavolgyi,73.0,"3- B,S,C",3.75
2059,2672,"Piura, Norandino, Gran Blanco Nativo, b. PB4704",Rozsavolgyi,72.0,"3- B,S,C",3.75
2060,1964,"Red Mayan, Xoco",Ruket,72.0,"3- B,S*,C",2.75
2061,2036,"Pisa, lot 03HA",Ruket,75.0,"3- B,S,C",3.0
2062,2036,"Nugu, lot 02N",Ruket,70.0,"3- B,S,C",3.5
2063,2660,Kokoa Kamili. Lot 73T,Ruket,72.0,"2- B,S",3.5
2064,2668,"Sumba, lot 02IN",Ruket,77.0,"2- B,S",2.75
2065,607,Malgascio,S.A.I.D.,64.0,"3- B,S,C",3.5
2066,615,100 percent,S.A.I.D.,100.0,"3- B,S,C",1.5
2067,615,Samana,S.A.I.D.,70.0,"3- B,S,C",3.0
2068,615,"Carribean, Arawak",S.A.I.D.,72.0,"3- B,S,C",3.5
2069,615,Latino,S.A.I.D.,72.0,"3- B,S,C",3.5
2070,813,"Midnight, Central and S. America",Sacred,83.0,"4- B,S*,C,V",2.75
2071,813,"Twilight, Central and S. America",Sacred,69.0,"4- B,S*,C,V",3.25
2072,288,Bahia Superior,Salgado,70.0,"4- B,S,C,L",3.5
2073,288,Esmeraldas,Salgado,70.0,"4- B,S,C,L",3.5
2074,288,Carenero Superior,Salgado,70.0,"4- B,S,C,L",3.5
2075,292,Rio Arriba,Salgado,70.0,"4- B,S,C,L",3.5
2076,2004,"H. San Jose, Los Rios, L300817",San Jose,70.0,"4- B,S,C,L",3.25
2077,32,Colombian Semi Dark,Santander (Compania Nacional),53.0,"5- B,S,C,V,L",2.0
2078,32,Colombian,Santander (Compania Nacional),65.0,"5- B,S,C,V,L",3.0
2079,32,Colombian Dark,Santander (Compania Nacional),70.0,"5- B,S,C,V,L",3.75
2080,404,Colombian 2008,Santander (Compania Nacional),75.0,"3- B,S,L",2.75
2081,414,Colombian w/ nibs,Santander (Compania Nacional),70.0,"5- B,S,C,V,L",3.0
2082,761,Sao Tome,Santome,70.0,"5- B,S,C,V,L",2.75
2083,15,Extra Dark,Scharffen Berger,82.0,"5- B,S,C,V,L",2.0
2084,15,Bittersweet,Scharffen Berger,70.0,"5- B,S,C,V,L",3.5
2085,40,"Kumasi Sambirano, Ghana & Madagascar",Scharffen Berger,68.0,"5- B,S,C,V,L",2.0
2086,56,Jamaica a l'ancienne,Scharffen Berger,70.0,"5- B,S,C,V,L",2.0
2087,56,Semisweet,Scharffen Berger,62.0,"5- B,S,C,V,L",3.0
2088,117,"Las Islas, Carribean(DR/Jam/Tri)",Scharffen Berger,72.0,"5- B,S,C,V,L",3.0
2089,135,Nibby,Scharffen Berger,62.0,"5- B,S,C,V,L",3.0
2090,135,Cuyagua,Scharffen Berger,75.0,"5- B,S,C,V,L",3.75
2091,188,Antilles (Trin/Gren/DR/Ven),Scharffen Berger,75.0,"5- B,S,C,V,L",3.0
2092,227,"Finisterra, Ven., Trinidad, Mad.",Scharffen Berger,72.0,"5- B,S,C,V,L",3.0
2093,336,Tome Acu,Scharffen Berger,68.0,"5- B,S,C,V,L",3.75
2094,336,Asante,Scharffen Berger,65.0,"5- B,S,C,V,L",4.0
2095,445,Ben Tre,Scharffen Berger,72.0,"5- B,S,C,V,L",3.75
2096,464,Camahogne,Scharffen Berger,68.0,"5- B,S,C,V,L",3.5
2097,464,Amina,Scharffen Berger,65.0,"5- B,S,C,V,L",3.75
2098,781,Markham Valley,Scharffen Berger,68.0,"5- B,S,C,V,L",3.75
2099,959,San Juan de Cheni,Scharffen Berger,78.0,"4- B,S,C,L",4.0
2100,1658,Dominican Republic,Seaforth,70.0,"2- B,S",2.75
2101,1658,Grenada,Seaforth,70.0,"2- B,S",2.75
2102,2104,Wampusirpi,Seahorse,70.0,"2- B,S",2.75
2103,2104,Kokoa Kamili,Seahorse,70.0,"2- B,S",3.25
2104,2108,Zorzal,Seahorse,70.0,"2- B,S",3.0
2105,2446,Matasawalevu,Seahorse,70.0,"2- B,S",2.75
2106,2446,Semuliki Forest,Seahorse,70.0,"2- B,S",3.5
2107,2590,Ucayali,Seahorse,70.0,"2- B,S",3.5
2108,2594,Ben Tre,Seahorse,70.0,"2- B,S",3.5
2109,2660,Gewan Gangaram,Seahorse,75.0,"2- B,S",3.25
2110,2660,Anamalai,Seahorse,70.0,"2- B,S",3.5
2111,2366,Belize,Shane Chocolate Works,70.0,"3- B,S,C",3.5
2112,2370,Guatemala,Shane Chocolate Works,70.0,"3- B,S,C",3.0
2113,2370,Colombia,Shane Chocolate Works,70.0,"3- B,S,C",3.0
2114,1335,Ecuador,Shark Mountain,75.0,"2- B,S",3.0
2115,1335,"Belize, 2013",Shark Mountain,72.0,"2- B,S",3.25
2116,1450,Jamaica,Shark Mountain,72.0,"2- B,S",3.25
2117,1450,Papua New Guinea,Shark Mountain,73.0,"2- B,S",3.5
2118,1466,Cuyagua,Shark Mountain,77.0,"2- B,S",2.75
2119,1466,ROIG,Shark Mountain,74.0,"2- B,S",3.5
2120,713,"Hawai'i Island, Hilo",Shark's,73.0,"4- B,S,C,V",2.0
2121,721,"Hawai'i Island, Hilo, w/ added cocoa butter",Shark's,73.0,"4- B,S,C,V",2.5
2122,757,Porcelana,Shattell,75.0,"3- B,S,C",3.5
2123,1884,Tingo Maria,Shattell,70.0,"3- B,S,C",3.25
2124,1586,Oro,Sibu,82.0,"3- B,S,C",3.25
2125,1586,Oscuro,Sibu,70.0,"3- B,S,C",3.5
2126,911,Peru,Sibu Sura,70.0,"3- B,S,C",2.5
2127,2716,"Sierra Nevada, Santa Marta",Sierra Sagrada,72.0,"3- B,S,C",3.5
2128,717,Maya Belize,Silvio Bessone,67.0,"4- B,S,C,Sa",3.0
2129,725,"Trintade, Sao Tome",Silvio Bessone,65.0,"4- B,S,C,Sa",3.25
2130,729,"Bahia, Scavina",Silvio Bessone,60.0,"4- B,S,C,Sa",3.25
2131,741,"Porcelana, Colombia, Amazonas",Silvio Bessone,68.0,"4- B,S,C,Sa",3.0
2132,1339,"Somia Plantation, 2012",Sirene,67.0,"3- B,S,C",3.75
2133,1339,"Somia Plantation, 2012",Sirene,73.0,"3- B,S,C",3.75
2134,1343,"Camino Verde P., Balao, Guayas",Sirene,73.0,"3- B,S,C",3.75
2135,1502,"Somia Plantation, 2012",Sirene,100.0,1- B,3.0
2136,1506,"Camino Verde P., Balao, Guayas, 2012",Sirene,100.0,1- B,3.0
2137,1614,Lachua w/ cane sugar,Sirene,73.0,"2- B,S",3.0
2138,1614,"Lachua w/ maple sugar, batch 5",Sirene,73.0,"2- B,S*",3.25
2139,1650,Pisa,Sirene,73.0,"2- B,S",3.25
2140,1788,Wild Bolivia,Sirene,73.0,"2- B,S",3.5
2141,1856,Kokoa Kamili Coop,Sirene,73.0,"2- B,S",3.5
2142,1860,"Esmeraldas, Salazar Farm",Sirene,73.0,"2- B,S",3.75
2143,1996,Tingo Maria,Sirene,73.0,"2- B,S",3.75
2144,2652,"Soconusco, Rayen Cacao Co-op",Sirene,73.0,"3- B,S,C",3.0
2145,2652,"Anamalai, Pollachi City",Sirene,73.0,"3- B,S,C",3.25
2146,1454,Ghana,Sjolinds,70.0,"4- B,S,C,V",2.75
2147,1462,"Nicaragua, lot N510",Sjolinds,72.0,"3- B,S,C",3.0
2148,1618,Akesson's Estate,"Smooth Chocolator, The",65.0,"3- B,S,C",3.25
2149,1622,Akesson's Estate,"Smooth Chocolator, The",70.0,"3- B,S,C",3.5
2150,1622,Kokoa Kamili,"Smooth Chocolator, The",67.0,"3- B,S,C",3.75
2151,1622,San Juan Estate,"Smooth Chocolator, The",70.0,"3- B,S,C",3.75
2152,1622,Camino Verde,"Smooth Chocolator, The",72.0,"3- B,S,C",4.0
2153,1626,Bolivia,"Smooth Chocolator, The",72.0,"3- B,S,C",2.75
2154,1662,"Papua New Guinea, triple roast, batch 1","Smooth Chocolator, The",65.0,"3- B,S,C",3.5
2155,1666,"Maranon, batch 2","Smooth Chocolator, The",67.0,"3- B,S,C",3.0
2156,1666,"Chuao, batch 3","Smooth Chocolator, The",70.0,"3- B,S,C",3.75
2157,1740,"Guasare, La Sierra de Perija, batch gua001","Smooth Chocolator, The",70.0,"3- B,S,C",3.75
2158,1740,"Porcelana, Sorotaima,Machiques,batch pcl001","Smooth Chocolator, The",70.0,"3- B,S,C",4.0
2159,1756,"Maya Mtn, Moho R., Toledo D.","Smooth Chocolator, The",70.0,"3- B,S,C",3.75
2160,1864,Tien Giang,"Smooth Chocolator, The",70.0,"3- B,S,C",3.0
2161,1864,Australia,"Smooth Chocolator, The",67.0,"3- B,S,C",3.75
2162,1908,"Chimelb, Lanquin, Alta Verapaz, b-GUA001","Smooth Chocolator, The",70.0,"3- B,S,C",3.25
2163,1940,"Oko Caribe, DOR005","Smooth Chocolator, The",70.0,"3- B,S,C",3.5
2164,1952,"Pisa, batch HA102","Smooth Chocolator, The",70.0,"3- B,S,C",3.5
2165,502,Madagascar,Snake & Butterfly,68.0,"3- B,S,C",3.0
2166,502,Ecuador,Snake & Butterfly,68.0,"3- B,S,C",3.25
2167,693,Ghana,Snake & Butterfly,67.0,"3- B,S,C",1.5
2168,2112,Sulawesi,Soeka,66.0,"3- B,S*,C",3.25
2169,1968,India,Soklet,70.0,"3- B,S,C",2.75
2170,1518,Madagascar,Sol Cacao,72.0,"2- B,S",3.0
2171,1812,"Ecuador, Batch 1",Sol Cacao,70.0,"2- B,S",3.5
2172,1840,"Castillo, Hispaniola, unroasted",Solkiki,85.0,"2- B,S",2.75
2173,1840,"Maranon, Fortunato No. 4",Solkiki,68.0,"2- B,S",2.75
2174,2366,"Kablon Farms, Red Pod, 2018 harvest",Solkiki,70.0,"3- B,S,C",2.5
2175,1792,Solomon Island,Solomons Gold,70.0,"2- B,S",3.25
2176,1796,Solomon Island w/ nibs,Solomons Gold,75.0,"2- B,S",3.25
2177,1157,Sambirano,Solstice,70.0,"2- B,S",3.0
2178,1157,Amazonas,Solstice,70.0,"2- B,S",3.0
2179,1161,Bolivia,Solstice,70.0,"2- B,S",3.25
2180,1161,San Martin,Solstice,70.0,"3- B,S,C",3.25
2181,1161,Wasatch,Solstice,70.0,"3- B,S,C",3.5
2182,1335,Bundibugyo,Solstice,70.0,"3- B,S,C",3.0
2183,1992,Kilombero,Solstice,70.0,"3- B,S,C",3.25
2184,2068,Anamalai,Solstice,70.0,"3- B,S,C",3.25
2185,2660,"Dak Nong, Lot 103120",Solstice,70.0,"3- B,S,C",3.5
2186,377,Hispaniola,Soma,70.0,"3- B,S,C",3.0
2187,377,Africa,Soma,70.0,"3- B,S,C",3.5
2188,387,Conacado,Soma,70.0,"3- B,S,C",3.0
2189,387,Papua New Guinea,Soma,70.0,"3- B,S,C",3.5
2190,387,Madagascar,Soma,70.0,"3- B,S,C",3.75
2191,387,Ocumare,Soma,70.0,"3- B,S,C",3.75
2192,607,"Black Science Blend 1, DR, Ecuador, Peru",Soma,70.0,"3- B,S,C",3.75
2193,676,"Grenada, Black Science",Soma,70.0,"3- B,S,C",2.75
2194,676,"Alto Beni, Wild Bolivian",Soma,70.0,"3- B,S,C",3.5
2195,676,"Three Amigos(Chuao, Wild Bolivia, D.R.)",Soma,70.0,"3- B,S,C",4.0
2196,676,Peruvian,Soma,64.0,"3- B,S,C",4.0
2197,682,"Elvesia P., Black Science",Soma,70.0,"3- B,S,C",3.75
2198,688,Chuao,Soma,70.0,"3- B,S,C",3.5
2199,817,Noula Coop,Soma,70.0,"3- B,S,C",3.25
2200,833,O'ahu Island,Soma,70.0,"3- B,S,C",3.75
2201,867,"Dual Origins, Sambirano, Elvesia, batch SD06",Soma,70.0,"3- B,S,C",4.0
2202,867,"Dancing in Your Head, 5 bean blend",Soma,70.0,"3- B,S,C",4.0
2203,951,"Cahabon Region, batch Tri1",Soma,70.0,"3- B,S,C",3.5
2204,951,"Carenero Superior, batch CS2",Soma,70.0,"3- B,S,C",3.75
2205,967,"Eastern Promises, Mad., Java, PNG, batch EP1",Soma,70.0,"3- B,S,C",3.5
2206,983,Papua New Guinea,Soma,85.0,"3- B,S,C",3.5
2207,1019,"Rizek Cacao, batch DR 12",Soma,77.0,"3- B,S,C",3.75
2208,1030,Java,Soma,70.0,"3- B,S,C",3.25
2209,1073,"Apurimac, El Quinacho Co-op",Soma,70.0,"3- B,S,C",2.75
2210,1073,Sangre Grande P.,Soma,70.0,"3- B,S,C",3.75
2211,1077,Chef's Blend,Soma,70.0,"3- B,S,C",3.25
2212,1077,Patanemo,Soma,70.0,"3- B,S,C",3.75
2213,1077,"Crazy 88, Guat., D.R., Peru, Mad., PNG",Soma,88.0,"3- B,S,C",4.0
2214,1077,"Maracaibo, El Vigia",Soma,70.0,"3- B,S,C",4.0
2215,1081,"Equator, Peru, Dom. Rep",Soma,67.0,"3- B,S,C",4.0
2216,1173,"Orinoco, batch ORI 1",Soma,70.0,"3- B,S,C",3.25
2217,1177,"Bachelor's Hall E., St. Thomas Parish, batch bh1",Soma,70.0,"3- B,S,C",4.0
2218,1227,"La Tronca, Matagalpa",Soma,70.0,"3- B,S,C",3.5
2219,1259,Maranon Canyon,Soma,70.0,"3- B,S,C",3.75
2220,1307,La Dalia,Soma,70.0,"3- B,S,C",3.25
2221,1307,"Camino Verde P., Balao, Guayas",Soma,80.0,"3- B,S,C",3.5
2222,1307,"Espiritu Santo, 'Smoke Monster', batch sm1",Soma,70.0,"3- B,S,C",3.75
2223,1339,"Little Big Man, Madagascar & Ecuador",Soma,70.0,"3- B,S,C",3.25
2224,1594,CSB Chama,Soma,70.0,"3- B,S,C",3.5
2225,1594,Porcelana,Soma,75.0,"3- B,S,C",4.0
2226,1820,"Oko Caribe, Duarte P., Collab w Chocosol",Soma,62.0,"3- B,S,C",3.5
2227,1820,"Sambirano Valley, Black Science, B-60307.0",Soma,70.0,"3- B,S,C",3.5
2228,1828,"Bahia Black, batch bra50722.1",Soma,70.0,"3- B,S,C",3.5
2229,1828,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",Soma,70.0,"3- B,S,C",3.75
2230,1828,"Abstract S. w/ Jamaica nibs,batch abs60323.0",Soma,75.0,"3- B,S,C",3.75
2231,1828,"Tien Giang, Black S., batch VIT60420.0",Soma,70.0,"3- B,S,C",4.0
2232,1832,"Camino Verde, Black S., batch cvu6030.0",Soma,70.0,"3- B,S,C",3.25
2233,2016,Fiji,Soma,70.0,"3- B,S,C",3.25
2234,2016,Arauca,Soma,70.0,"3- B,S,C",4.0
2235,2068,"Pisa, Creole Gardens",Soma,70.0,"3- B,S,C",3.0
2236,2242,"Bejofo, Sambirano V., Akesson E.",Soma,70.0,"3- B,S,C",4.0
2237,2242,"Choroni, Aragua, Finca Torres Farm",Soma,70.0,"3- B,S,C",4.0
2238,2638,"Bejofo, Sambirano V., Akesson, b. 6116-BEJ210324",Soma,70.0,"3- B,S,C",3.5
2239,2638,"Guasare, Rosario de Perija, b.4279-GUA201123",Soma,70.0,"3- B,S,C",3.5
2240,2680,Dream Machine (Mad./Dom.Rep./Ecuador),Soma,62.0,"4- B,S,C,V",3.25
2241,2700,"Ben Tre, batch BEN210924 8983",Soma,70.0,"3- B,S,C",4.0
2242,2768,"Semuliki Forest, Bundibugyo, b. 13416SEM220426",Soma,70.0,"3- B,S,C",4.0
2243,1367,Nicaragua,Somerville,70.0,"2- B,S",3.25
2244,1395,"Hawai'i Island, Big Island",Somerville,70.0,"2- B,S",3.5
2245,1932,Dominican Republic,Soul,70.0,"2- B,S",3.25
2246,1936,Ecuador,Soul,75.0,"2- B,S",3.25
2247,1936,Papua New Guinea,Soul,77.0,"2- B,S",3.25
2248,1936,Madagascar,Soul,70.0,"2- B,S",3.5
2249,1936,Venezuela,Soul,75.0,"2- B,S",3.5
2250,1940,Tanzania,Soul,80.0,"2- B,S",3.5
2251,793,AgroCriso Plantation,Spagnvola,70.0,"4- B,S,C,V",3.0
2252,793,AgroCriso Plantation,Spagnvola,80.0,"4- B,S,C,V",3.0
2253,793,AgroCriso Plantation,Spagnvola,75.0,"4- B,S,C,V",3.25
2254,1434,Malekula Island,Spencer,72.0,"3- B,S,C",2.75
2255,1792,"Dominican Republic, lot D82R",Spencer,70.0,"3- B,S,C",3.5
2256,1792,"Ecuador, lot E432314L",Spencer,70.0,"3- B,S,C",3.75
2257,1792,"Madagascar, lot M0403R",Spencer,70.0,"3- B,S,C",3.75
2258,1932,Peru,Spencer,70.0,"3- B,S,C",2.75
2259,1932,Ecuador,Spencer,70.0,"3- B,S,C",3.5
2260,1932,Dominican Republic,Spencer,70.0,"3- B,S,C",3.75
2261,2684,"Maya Mountain, Toledo District, batch 12-1",Spinnaker,70.0,"2- B,S",3.25
2262,2684,"Bejofo, Akesson, batch 10-1",Spinnaker,70.0,"2- B,S",3.5
2263,2684,"Bundibugyo, Semuliki Forest, batch 9-1",Spinnaker,70.0,"2- B,S",3.5
2264,1057,Alto Beni,Sprungli (Felchlin),70.0,"4- B,S,C,L",3.0
2265,1113,Dominican Republic,SRSLY,70.0,"3- B,S,L",3.0
2266,1121,Dominican Republic,SRSLY,84.0,"3- B,S,L",2.25
2267,2748,Bejofo,Standout,70.0,"2- B,S",3.25
2268,2748,"Maya Mtn, March-May 2020 harvest",Standout,70.0,"2- B,S",3.5
2269,2748,"Idukki, GoGround, 2019 harvest",Standout,70.0,"2- B,S",3.5
2270,1634,"Bolivar, Arriba",Starchild,70.0,"4- B,S*,C,V",3.0
2271,1692,Hispaniola,Starchild,70.0,"4- B,S*,C,V",3.0
2272,1692,Cacao Verapaz,Starchild,70.0,"4- B,S*,C,V",3.0
2273,1692,Rio Tuma,Starchild,70.0,"4- B,S*,C,V",3.0
2274,1696,Sambirano Valley,Starchild,70.0,"4- B,S*,C,V",3.0
2275,729,India,Stella (aka Bernrain),72.0,"4- B,S,C,V",3.25
2276,859,"Bahia, Agri-Forestal Plantation, 2010",Stella (aka Bernrain),68.0,"4- B,S,C,V",2.75
2277,1291,"Ecuador, Midnight Dark, batch 600414",Stone Grindz,84.0,"3- B,S,C",3.5
2278,1291,"Ecuador, Twilght Dark, batch 500414",Stone Grindz,70.0,"3- B,S,C",3.5
2279,2012,"Wild Bolivia, batch 260",Stone Grindz,70.0,"3- B,S,C",2.5
2280,939,"Samar, East Visayas region",StRita Supreme,65.0,"4- B,S,C,V",2.5
2281,943,"Samar, East Visayas region",StRita Supreme,70.0,"4- B,S,C,V",2.5
2282,943,"Samar, East Visayas region",StRita Supreme,75.0,"4- B,S,C,V",2.75
2283,1157,Sambirano,Sublime Origins,67.0,"2- B,S",2.75
2284,1157,Moho Valley,Sublime Origins,78.0,"2- B,S",3.25
2285,1800,Peru,Summerbird,61.0,"5- B,S,C,V,L",2.5
2286,1800,Peru,Summerbird,71.0,"5- B,S,C,V,L",3.0
2287,1796,Venezuela,Suruca Chocolate,70.0,"3- B,S,C",2.75
2288,1796,Venezuela,Suruca Chocolate,60.0,"3- B,S,C",3.0
2289,1618,Sri Lanka,Svenska Kakaobolaget,70.0,"2- B,S",2.75
2290,2434,"Kokoa Kamili, 2017 harvest",Svenska Kakaobolaget,74.0,"2- B,S",2.75
2291,2634,Honduras,sweet beans,72.0,"3- B,S,C",3.0
2292,2634,Peru,sweet beans,72.0,"3- B,S,C",3.0
2293,2634,Uganda,sweet beans,77.0,"3- B,S,C",3.5
2294,2634,Trinidad,sweet beans,80.0,"3- B,S,C",3.75
2295,2230,Chuao,Sweet Escalier,75.0,"5- B,S,C,V,L",3.25
2296,2234,Tanzania,Sweet Escalier,75.0,"3- B,S,C",2.75
2297,2234,Belize,Sweet Escalier,70.0,"5- B,S,C,V,L",3.0
2298,2242,San Martin,Sweet Escalier,70.0,"5- B,S,C,V,L",2.5
2299,2242,"Amazonas, Wild Cacao",Sweet Escalier,70.0,"5- B,S,C,V,L",3.0
2300,2470,Ucayali,Sweetness,68.0,"3- B,S,C",3.25
2301,2474,Tabasco,Sweetness,74.0,"3- B,S,C",3.0
2302,2482,Papua New Guinea,Sweetness,73.0,"3- B,S,C",3.25
2303,761,Crudo,Szanto Tibor,70.0,"3- B,S,C",3.0
2304,939,Santo Domingo,Szanto Tibor,70.0,"3- B,S,C",3.25
2305,939,Millot Plantation,Szanto Tibor,70.0,"3- B,S,C",3.25
2306,939,"Ayacucho, ""El Guinacho""",Szanto Tibor,70.0,"3- B,S,C",3.75
2307,1185,"Autumn, Primary Harvest, 2012",Szanto Tibor,70.0,"3- B,S,C",3.5
2308,1185,"Spring, Secondary Harvest, 2012",Szanto Tibor,70.0,"3- B,S,C",3.5
2309,1193,Cacao Blanco,Szanto Tibor,70.0,"3- B,S,C",3.25
2310,1263,Porcelana,Szanto Tibor,70.0,"3- B,S,C",3.5
2311,1263,Baracoa,Szanto Tibor,70.0,"3- B,S,C",3.75
2312,1668,Nacional,Szanto Tibor,70.0,"3- B,S,C",3.25
2313,1704,Baracoa,Szanto Tibor,88.0,"3- B,S,C",3.25
2314,1704,Ambolikapiky,Szanto Tibor,70.0,"3- B,S,C",3.25
2315,1704,"Winak, Sumaco",Szanto Tibor,70.0,"3- B,S,C",3.75
2316,1708,"Ben Tre, Mekong Delta",Szanto Tibor,70.0,"3- B,S,C",3.25
2317,1708,"Fazenda Sempre Firme, Bahia",Szanto Tibor,70.0,"3- B,S,C",3.5
2318,1101,"Costa Rica, batch 83",Tabal,70.0,"4- B,S,C,V",2.75
2319,1101,Dominican Republic,Tabal,70.0,"4- B,S,C,V",2.75
2320,1105,"Chiapas, Lacandon Jungle, batch 95",Tabal,70.0,"4- B,S,C,V",2.5
2321,1105,"Peru, batch 96",Tabal,70.0,"4- B,S,C,V",3.0
2322,1450,Colombia,Tablette (aka Vanillabeans),70.0,"5- B,S,C,V,L",3.0
2323,1450,Papua,Tablette (aka Vanillabeans),62.0,"5- B,S,C,V,L",3.25
2324,1450,Vietnam,Tablette (aka Vanillabeans),60.0,"5- B,S,C,V,L",3.25
2325,1680,Trinidad,Tablette (aka Vanillabeans),77.0,"4- B,S,C,L",2.75
2326,2286,Vietnam,Tala,70.0,"3- B,S,C",2.75
2327,2286,Vietnam,Tala,75.0,"3- B,S,C",3.0
2328,1868,"Paramaribo, batch 20160043-01",Tan Ban Skrati,70.0,"2- B,S",3.25
2329,2262,"Chuao, batch 20170714C",Taste Artisan,75.0,"4- B,S,C,V",3.0
2330,2326,Amazonas,Taste Artisan,75.0,"3- B,S,C",3.25
2331,2326,Piura,Taste Artisan,75.0,"3- B,S,C",4.0
2332,1646,Sambirano,Taste Artisan aka Coleman and Davis,75.0,"4- B,S,C,V",3.0
2333,2306,Nicaragua,Taucherli,72.0,"3- B,S,C",3.0
2334,2306,Mexico,Taucherli,70.0,"3- B,S,C",3.25
2335,2566,"Haiti, batch 2020SEP",Taylor Made,67.0,"3- B,S,C",2.75
2336,180,"Dark, Stone Ground",Taza,70.0,"3- B,S,C",3.0
2337,451,Chiapan,Taza,75.0,"3- B,S,C",2.75
2338,785,Alto Beni,Taza,87.0,"3- B,S,C",3.25
2339,1271,Belize,Taza,68.0,"3- B,S,C",3.0
2340,199,Chocolatey-beta,TCHO,70.0,"5- B,S,C,V,L",2.5
2341,280,Fruity-beta,TCHO,70.0,"5- B,S,C,V,L",2.5
2342,280,Citrus-beta,TCHO,70.0,"5- B,S,C,V,L",2.75
2343,284,Nutty-beta,TCHO,70.0,"5- B,S,C,V,L",2.5
2344,387,TCHOPro 60.5,TCHO,60.0,"5- B,S,C,V,L",2.75
2345,387,TCHOPro 68,TCHO,68.0,"5- B,S,C,V,L",3.0
2346,915,"Peru, Ecuador",TCHO,99.0,"3- B,S,C",3.25
2347,1716,West Africa,TCHO,62.0,"5- B,S,C,V,L",2.0
2348,801,Concepcion,Tejas,70.0,"4- B,S,C,V",2.75
2349,801,"Bayou Blend, Ecuador, Mad., PNG",Tejas,70.0,"4- B,S,C,V",3.0
2350,805,Aranama,Tejas,70.0,"4- B,S,C,V",3.0
2351,805,Presidio,Tejas,70.0,"4- B,S,C,V",3.5
2352,817,"La Bahia, w/ cane juice",Tejas,70.0,"4- B,S,C,V",3.25
2353,821,Capistrano,Tejas,70.0,"4- B,S,C,V",2.0
2354,825,"La Bahia, w/ cane sugar",Tejas,70.0,"3- B,S,C",3.25
2355,829,San Jose,Tejas,70.0,"3- B,S,C",2.75
2356,829,Capistrano*,Tejas,70.0,"3- B,S,C",3.0
2357,833,Espada,Tejas,70.0,"3- B,S,C",3.25
2358,967,Espada,Tejas,70.0,"3- B,S,C",2.75
2359,971,Concepcion*,Tejas,80.0,"4- B,S,C,V",3.0
2360,971,San Jose,Tejas,67.0,"3- B,S,C",3.25
2361,971,"Bahia, Floresta Azul,Good Friends Reserve#3",Tejas,70.0,"3- B,S,C",3.5
2362,1323,"Ecuador, batch 6-5-15",Terroir,77.0,"2- B,S",3.25
2363,1323,"Madagascar, batch 6-5-15",Terroir,67.0,"2- B,S",3.75
2364,1323,"Uganda, batch 6-3-15",Terroir,73.0,"2- B,S",3.75
2365,1478,Peru,Terroir,70.0,"2- B,S",2.75
2366,1478,Belize,Terroir,70.0,"2- B,S",3.75
2367,1478,Madagascar,Terroir,70.0,"2- B,S",3.75
2368,1482,Ecuador,Terroir,70.0,"2- B,S",3.25
2369,1554,Oko Caribe,Terroir,70.0,"3- B,S,C",3.5
2370,1558,Guatemala,Terroir,70.0,"3- B,S,C",3.75
